lemma,global_position,role,deprel,partner_lemma
spectacular,250581,dependent,amod,good
good,250582,dependent,advcl,merite
good,250582,head,advmod,when
good,250582,head,nsubj,dame
good,250582,head,cop,be
good,250582,head,case,at
good,250582,head,nmod:poss,her
good,250582,head,amod,spectacular
good,250582,head,advcl,constitute
constitute,250583,dependent,advcl,good
constitute,250583,head,obj,nothing
nothing,250584,dependent,obj,constitute
nothing,250584,head,amod,short
short,250585,dependent,amod,nothing
short,250585,head,obl,lease
of,250586,dependent,case,lease
a,250587,dependent,det,lease
new,250588,dependent,amod,lease
lease,250589,dependent,obl,short
lease,250589,head,case,of
lease,250589,head,det,a
lease,250589,head,amod,new
lease,250589,head,nmod,life
of,250590,dependent,case,life
life,250591,dependent,nmod,lease
life,250591,head,case,of
.,250592,dependent,punct,hang
there,250593,dependent,expl,be
be,250594,head,expl,there
be,250594,head,nsubj,opportunity
be,250594,head,parataxis,term
be,250594,head,conj,grand
be,250594,head,punct,.
equally,250595,dependent,advmod,excellent
excellent,250596,dependent,amod,opportunity
excellent,250596,head,advmod,equally
opportunity,250597,dependent,nsubj,be
opportunity,250597,head,amod,excellent
opportunity,250597,head,nmod,vacationist
opportunity,250597,head,nmod,island
opportunity,250597,head,conj,spot
opportunity,250597,head,conj,tonic
for,250598,dependent,case,vacationist
vacationist,250599,dependent,nmod,opportunity
vacationist,250599,head,case,for
in,250600,dependent,case,island
the,250601,dependent,det,island
home,250602,dependent,compound,island
island,250603,dependent,nmod,opportunity
island,250603,head,case,in
island,250603,head,det,the
island,250603,head,compound,home
",",250604,dependent,punct,spot
delightful,250605,dependent,amod,spot
sylvan,250606,dependent,compound,spot
spot,250607,dependent,conj,opportunity
spot,250607,head,punct,","
spot,250607,head,amod,delightful
spot,250607,head,compound,sylvan
spot,250607,head,nmod,rejuvenation
spot,250607,head,acl,offer
for,250608,dependent,case,rejuvenation
rejuvenation,250609,dependent,nmod,spot
rejuvenation,250609,head,case,for
",",250610,dependent,punct,offer
offer,250611,dependent,acl,spot
offer,250611,head,punct,","
offer,250611,head,obj,plethora
a,250612,dependent,det,plethora
plethora,250613,dependent,obj,offer
plethora,250613,head,det,a
plethora,250613,head,nmod,attraction
plethora,250613,head,acl:relcl,be
of,250614,dependent,case,attraction
attraction,250615,dependent,nmod,plethora
attraction,250615,head,case,of
as,250616,dependent,cc,tonic
as,250616,head,fixed,well
as,250616,head,fixed,as
well,250617,dependent,fixed,as
as,250618,dependent,fixed,as
a,250619,dependent,det,tonic
brace,250620,dependent,amod,tonic
tonic,250621,dependent,conj,opportunity
tonic,250621,head,cc,as
tonic,250621,head,det,a
tonic,250621,head,amod,brace
tonic,250621,head,nmod,system
tonic,250621,head,conj,poulaphouca
for,250622,dependent,case,system
the,250623,dependent,det,system
system,250624,dependent,nmod,tonic
system,250624,head,case,for
system,250624,head,det,the
system,250624,head,nmod,dublin
system,250624,head,conj,environ
in,250625,dependent,case,dublin
in,250625,head,conj,around
and,250626,dependent,cc,around
around,250627,dependent,conj,in
around,250627,head,cc,and
dublin,250628,dependent,nmod,system
dublin,250628,head,case,in
and,250629,dependent,cc,environ
its,250630,dependent,nmod:poss,environ
picturesque,250631,dependent,amod,environ
environ,250632,dependent,conj,system
environ,250632,head,cc,and
environ,250632,head,nmod:poss,its
environ,250632,head,amod,picturesque
even,250633,dependent,advmod,be
",",250634,dependent,punct,poulaphouca
poulaphouca,250635,dependent,conj,tonic
poulaphouca,250635,head,punct,","
to,250636,dependent,case,which
which,250637,dependent,obl,be
which,250637,head,case,to
there,250638,dependent,expl,be
be,250639,dependent,acl:relcl,plethora
be,250639,head,advmod,even
be,250639,head,obl,which
be,250639,head,expl,there
be,250639,head,nsubj,steamtram
be,250639,head,conj,away
a,250640,dependent,det,steamtram
steamtram,250641,dependent,nsubj,be
steamtram,250641,head,det,a
",",250642,dependent,punct,but
but,250643,dependent,cc,term
but,250643,head,punct,","
also,250644,dependent,advmod,away
far,250645,dependent,advmod,away
away,250646,dependent,conj,be
away,250646,head,advmod,also
away,250646,head,advmod,far
away,250646,head,obl,crowd
from,250647,dependent,case,crowd
the,250648,dependent,det,crowd
madding,250649,dependent,compound,crowd
crowd,250650,dependent,obl,away
crowd,250650,head,case,from
crowd,250650,head,det,the
crowd,250650,head,compound,madding
crowd,250650,head,nmod,wicklow
in,250651,dependent,case,wicklow
wicklow,250652,dependent,nmod,crowd
wicklow,250652,head,case,in
",",250653,dependent,punct,term
rightly,250654,dependent,advmod,term
term,250655,dependent,parataxis,be
term,250655,head,cc,but
term,250655,head,punct,","
term,250655,head,advmod,rightly
term,250655,head,obj,garden
term,250655,head,advmod,long
the,250656,dependent,det,garden
garden,250657,dependent,obj,term
garden,250657,head,det,the
garden,250657,head,nmod,ireland
garden,250657,head,conj,neighbourhood
of,250658,dependent,case,ireland
ireland,250659,dependent,nmod,garden
ireland,250659,head,case,of
",",250660,dependent,punct,neighbourhood
a,250661,dependent,det,neighbourhood
ideal,250662,dependent,amod,neighbourhood
neighbourhood,250663,dependent,conj,garden
neighbourhood,250663,head,punct,","
neighbourhood,250663,head,det,a
neighbourhood,250663,head,amod,ideal
neighbourhood,250663,head,nmod,wheelmen
for,250664,dependent,case,wheelmen
elderly,250665,dependent,amod,wheelmen
wheelmen,250666,dependent,nmod,neighbourhood
wheelmen,250666,head,case,for
wheelmen,250666,head,amod,elderly
so,250667,dependent,advmod,long
long,250668,dependent,advmod,term
long,250668,head,advmod,so
long,250668,head,advcl,come
as,250669,dependent,mark,come
it,250670,dependent,nsubj,come
do,250671,dependent,aux,come
not,250672,dependent,advmod,come
come,250673,dependent,advcl,long
come,250673,head,mark,as
come,250673,head,nsubj,it
come,250673,head,aux,do
come,250673,head,advmod,not
come,250673,head,compound:prt,down
down,250674,dependent,compound:prt,come
",",250675,dependent,punct,grand
and,250676,dependent,cc,grand
in,250677,dependent,case,wild
the,250678,dependent,det,wild
wild,250679,dependent,obl,grand
wild,250679,head,case,in
wild,250679,head,det,the
wild,250679,head,nmod,donegal
of,250680,dependent,case,donegal
donegal,250681,dependent,nmod,wild
donegal,250681,head,case,of
where,250682,dependent,advmod,speak
if,250683,dependent,mark,speak
report,250684,dependent,nsubj,speak
speak,250685,dependent,advcl,grand
speak,250685,head,advmod,where
speak,250685,head,mark,if
speak,250685,head,nsubj,report
speak,250685,head,xcomp,true
true,250686,dependent,xcomp,speak
the,250687,dependent,det,d’œil_
_coup,250688,dependent,compound,d’œil_
d’œil_,250689,dependent,nsubj,grand
d’œil_,250689,head,det,the
d’œil_,250689,head,compound,_coup
be,250690,dependent,cop,grand
exceedingly,250691,dependent,advmod,grand
grand,250692,dependent,conj,be
grand,250692,head,punct,","
grand,250692,head,cc,and
grand,250692,head,obl,wild
grand,250692,head,advcl,speak
grand,250692,head,nsubj,d’œil_
grand,250692,head,cop,be
grand,250692,head,advmod,exceedingly
grand,250692,head,advcl,getatable
though,250693,dependent,mark,getatable
the,250694,dependent,det,locality
lastnamed,250695,dependent,amod,locality
locality,250696,dependent,nsubj,getatable
locality,250696,head,det,the
locality,250696,head,amod,lastnamed
be,250697,dependent,cop,getatable
not,250698,dependent,advmod,getatable
easily,250699,dependent,advmod,getatable
getatable,250700,dependent,advcl,grand
getatable,250700,head,mark,though
getatable,250700,head,nsubj,locality
getatable,250700,head,cop,be
getatable,250700,head,advmod,not
getatable,250700,head,advmod,easily
getatable,250700,head,advcl,all
so,250701,dependent,mark,all
so,250701,head,fixed,that
that,250702,dependent,fixed,so
the,250703,dependent,det,influx
influx,250704,dependent,nsubj,all
influx,250704,head,det,the
influx,250704,head,nmod,visitor
of,250705,dependent,case,visitor
visitor,250706,dependent,nmod,influx
visitor,250706,head,case,of
be,250707,dependent,cop,all
not,250708,dependent,advmod,all
as,250709,dependent,mark,all
yet,250710,dependent,advmod,all
all,250711,dependent,advcl,getatable
all,250711,head,mark,so
all,250711,head,nsubj,influx
all,250711,head,cop,be
all,250711,head,advmod,not
all,250711,head,mark,as
all,250711,head,advmod,yet
all,250711,head,acl:relcl,consider
that,250712,dependent,mark,consider
it,250713,dependent,nsubj,consider
might,250714,dependent,aux,consider
be,250715,dependent,aux,consider
consider,250716,dependent,acl:relcl,all
consider,250716,head,mark,that
consider,250716,head,nsubj,it
consider,250716,head,aux,might
consider,250716,head,aux,be
consider,250716,head,obj,benefit
consider,250716,head,advcl,haunt
the,250717,dependent,det,benefit
signal,250718,dependent,compound,benefit
benefit,250719,dependent,obj,consider
benefit,250719,head,det,the
benefit,250719,head,compound,signal
benefit,250719,head,acl,derive
to,250720,dependent,mark,derive
be,250721,dependent,aux:pass,derive
derive,250722,dependent,acl,benefit
derive,250722,head,mark,to
derive,250722,head,aux:pass,be
derive,250722,head,obl,it
derive,250722,head,obl,association
from,250723,dependent,case,it
it,250724,dependent,obl,derive
it,250724,head,case,from
while,250725,dependent,mark,haunt
howth,250726,dependent,nsubj,haunt
with,250727,dependent,case,association
its,250728,dependent,nmod:poss,association
historic,250729,dependent,amod,association
association,250730,dependent,obl,derive
association,250730,head,case,with
association,250730,head,nmod:poss,its
association,250730,head,amod,historic
association,250730,head,conj,otherwise
association,250730,head,conj,rhododendron
and,250731,dependent,cc,otherwise
otherwise,250732,dependent,conj,association
otherwise,250732,head,cc,and
",",250733,dependent,punct,haunt
silken,250734,dependent,nsubj,haunt
silken,250734,head,flat,thomas
silken,250734,head,conj,grace
silken,250734,head,conj,george
thomas,250735,dependent,flat,silken
",",250736,dependent,punct,grace
grace,250737,dependent,conj,silken
grace,250737,head,punct,","
grace,250737,head,flat,o’malley
o’malley,250738,dependent,flat,grace
",",250739,dependent,punct,george
george,250740,dependent,conj,silken
george,250740,head,punct,","
george,250740,head,flat,iv
iv,250741,dependent,flat,george
",",250742,dependent,punct,rhododendron
rhododendron,250743,dependent,conj,association
rhododendron,250743,head,punct,","
rhododendron,250743,head,nmod:unmarked,foot
several,250744,dependent,amod,foot
hundred,250745,dependent,nummod,foot
foot,250746,dependent,nmod:unmarked,rhododendron
foot,250746,head,amod,several
foot,250746,head,nummod,hundred
foot,250746,head,nmod,sealevel
above,250747,dependent,case,sealevel
sealevel,250748,dependent,nmod,foot
sealevel,250748,head,case,above
be,250749,dependent,cop,haunt
a,250750,dependent,det,haunt
favourite,250751,dependent,amod,haunt
haunt,250752,dependent,advcl,consider
haunt,250752,head,mark,while
haunt,250752,head,nsubj,howth
haunt,250752,head,punct,","
haunt,250752,head,nsubj,silken
haunt,250752,head,cop,be
haunt,250752,head,det,a
haunt,250752,head,amod,favourite
haunt,250752,head,nmod,sort
haunt,250752,head,advcl,have
with,250753,dependent,case,sort
all,250754,dependent,det,sort
sort,250755,dependent,nmod,haunt
sort,250755,head,case,with
sort,250755,head,det,all
sort,250755,head,conj,condition
sort,250755,head,nmod,man
sort,250755,head,nmod,spring
and,250756,dependent,cc,condition
condition,250757,dependent,conj,sort
condition,250757,head,cc,and
of,250758,dependent,case,man
man,250759,dependent,nmod,sort
man,250759,head,case,of
especially,250760,dependent,advmod,spring
in,250761,dependent,case,spring
the,250762,dependent,det,spring
spring,250763,dependent,nmod,sort
spring,250763,head,advmod,especially
spring,250763,head,case,in
spring,250763,head,det,the
spring,250763,head,acl,fancy
when,250764,dependent,advmod,fancy
young,250765,dependent,amod,man
man,250766,dependent,nmod:poss,fancy
man,250766,head,amod,young
man,250766,head,case,'s
's,250767,dependent,case,man
fancy,250768,dependent,acl,spring
fancy,250768,head,advmod,when
fancy,250768,head,nmod:poss,man
",",250769,dependent,punct,have
though,250770,dependent,mark,have
it,250771,dependent,nsubj,have
have,250772,dependent,advcl,haunt
have,250772,head,punct,","
have,250772,head,mark,though
have,250772,head,nsubj,it
have,250772,head,obj,toll
have,250772,head,advcl,fall
its,250773,dependent,nmod:poss,toll
own,250774,dependent,amod,toll
toll,250775,dependent,obj,have
toll,250775,head,nmod:poss,its
toll,250775,head,amod,own
toll,250775,head,nmod,death
of,250776,dependent,case,death
death,250777,dependent,nmod,toll
death,250777,head,case,of
by,250778,dependent,mark,fall
fall,250779,dependent,advcl,have
fall,250779,head,mark,by
fall,250779,head,obl,cliff
fall,250779,head,obl,design
fall,250779,head,parataxis,quarter
off,250780,dependent,case,cliff
the,250781,dependent,det,cliff
cliff,250782,dependent,obl,fall
cliff,250782,head,case,off
cliff,250782,head,det,the
by,250783,dependent,case,design
design,250784,dependent,obl,fall
design,250784,head,case,by
or,250785,dependent,cc,accidentally
accidentally,250786,dependent,advmod,quarter
accidentally,250786,head,cc,or
accidentally,250786,head,punct,","
",",250787,dependent,punct,accidentally
usually,250788,dependent,advmod,quarter
usually,250788,head,punct,","
",",250789,dependent,punct,usually
by,250790,dependent,case,way
the,250791,dependent,det,way
way,250792,dependent,obl,quarter
way,250792,head,case,by
way,250792,head,det,the
way,250792,head,punct,","
way,250792,head,punct,","
",",250793,dependent,punct,way
on,250794,dependent,case,leg
their,250795,dependent,nmod:poss,leg
left,250796,dependent,amod,leg
leg,250797,dependent,obl,quarter
leg,250797,head,case,on
leg,250797,head,nmod:poss,their
leg,250797,head,amod,left
",",250798,dependent,punct,way
it,250799,dependent,nsubj,quarter
be,250800,dependent,cop,quarter
only,250801,dependent,advmod,quarter
about,250802,dependent,advmod,three
three,250803,dependent,nummod,quarter
three,250803,head,advmod,about
quarter,250804,dependent,parataxis,fall
quarter,250804,head,advmod,accidentally
quarter,250804,head,advmod,usually
quarter,250804,head,obl,way
quarter,250804,head,obl,leg
quarter,250804,head,nsubj,it
quarter,250804,head,cop,be
quarter,250804,head,advmod,only
quarter,250804,head,nummod,three
quarter,250804,head,acl,run
of,250805,dependent,mark,run
a,250806,dependent,det,hour
hour,250807,dependent,nmod:poss,run
hour,250807,head,det,a
hour,250807,head,case,'s
's,250808,dependent,case,hour
run,250809,dependent,acl,quarter
run,250809,head,mark,of
run,250809,head,nmod:poss,hour
run,250809,head,obl,pillar
from,250810,dependent,case,pillar
the,250811,dependent,det,pillar
pillar,250812,dependent,obl,run
pillar,250812,head,case,from
